订单日期,产品名称,顾客姓名,订单单号,区域,目的省份,目的城市,快递公司,产品类别,产品子类别,销售数量,销售金额,收款方式
2016/5/30,甘栗仁80g,Brendan Sweed,10021579563,华北,河北省,承德市,圆通,坚果炒货,果果仁仁,30,196.65,应收账款
2016/2/17,炒米（蛋黄味）240g,John Stevenson,10021579651,华南,广东省,云浮市,顺丰,坚果炒货,特惠炒货,44,516.516,应收票据
2017/5/19,东北红松218g,Sean Wendt,10021579736,东北,吉林省,白城市,EMS,坚果炒货,磕壳坚果,48,1392.144,应收账款
2017/11/24,蟹黄风味豆瓣120g,Dave Hallsten,10021579837,华南,河南省,濮阳市,顺丰,坚果炒货,果果仁仁,30,121.5,应收票据
2016/10/23,椰香玉米65g,Brendan Dodson,10021579873,西南,四川省,乐山市,顺丰,坚果炒货,特惠炒货,19,46.075,预付账款
2017/12/5,盐焗扁核仁210g,Tim Brockman,10021580004,华东,浙江省,舟山市,顺丰,坚果炒货,果果仁仁,39,1142.778,应收账款
2016/7/6,奶香夏威夷果280g,Justin Knight,10021580158,华北,内蒙古,赤峰市,韵达,坚果炒货,磕壳坚果,4,111.228,应收账款
2017/4/27,甘栗仁150g,Lindsay Castell,10021580585,华东,安徽省,淮北市,顺丰,坚果炒货,果果仁仁,11,130.548,应收账款
2017/8/9,原味松子218g,Lena Radford,10021580591,华东,江苏省,淮安市,中通,坚果炒货,果果仁仁,8,198.912,应收账款
2017/11/1,原味松子218g,William Brown,10021580631,华南,湖北省,鄂州市,顺丰,坚果炒货,果果仁仁,41,1030.043,应收票据
2016/8/7,盐焗腰果180g,Dave Poirier,10021580659,华南,海南省,三沙市,中通,坚果炒货,果果仁仁,22,407.154,应收票据
2017/4/12,炒米（蛋黄味）240g,Ritsa Hightower,10021580968,华南,广东省,清远市,顺丰,坚果炒货,特惠炒货,11,133.386,应收票据
2017/1/20,沙拉薯条150g,John Dryer,10021581052,华东,安徽省,马鞍山市,韵达,坚果炒货,特惠炒货,48,305.76,应收账款
2016/5/9,蟹黄风味豆瓣120g,Jeremy Lonsdale,10021581340,华南,广西省,防城港市,顺丰,坚果炒货,果果仁仁,22,94.05,应收票据
2016/7/3,烘烤薯片原味98g,Greg Maxwell,10021581359,华南,广东省,汕尾市,顺丰,坚果炒货,果果仁仁,34,319.77,应收票据
2017/12/29,野山小核桃仁160g,Christine Sundaresam,10021581479,东北,辽宁省,朝阳市,顺丰,坚果炒货,果果仁仁,41,2193.828,应收账款
2017/9/6,椰香玉米65g*5,Filia McAdams,10021581537,华北,内蒙古,赤峰市,韵达,坚果炒货,特惠炒货,20,207.1,应收账款
2017/5/20,小米锅巴五香味90g,Janet Martin,10021581583,华南,河南省,鹤壁市,顺丰,坚果炒货,特惠炒货,39,226.98,应收票据
2016/6/30,伊朗开心果190g,Frank Olsen,10021582078,华北,内蒙古,鄂尔多斯市,顺丰,坚果炒货,磕壳坚果,42,1230.684,应收账款
2017/5/15,奶香夏威夷果280g,Frank Hawley,10021582636,华南,河南省,南阳市,顺丰,坚果炒货,磕壳坚果,8,236.808,应收票据
2016/2/26,东北红松330g,Cathy Hwang,10021582655,华东,浙江省,衢州市,顺丰,坚果炒货,磕壳坚果,23,880.992,应收账款
2017/12/22,奶香良品山核桃238g,Corinna Mitchell,10021582661,华南,广西省,防城港市,顺丰,坚果炒货,磕壳坚果,5,140.53,应收票据
2016/3/27,夏威夷果盐焗味200g,Steve Carroll,10021582883,东北,辽宁省,铁岭市,中通,坚果炒货,磕壳坚果,36,716.4,应收账款
2016/4/28,蛋花玉米65g,Sandra Glassco,10021582922,华南,河南省,洛阳市,韵达,坚果炒货,特惠炒货,28,67.9,应收票据
2016/2/6,多味花生148g,Nick Zandusky,10021582984,华北,山西省,晋中市,顺丰,坚果炒货,特惠炒货,16,75.264,应收账款
2017/11/23,甘栗仁150g,Michael Oakman,10021583065,华北,山西省,晋中市,韵达,坚果炒货,果果仁仁,35,415.38,应收账款
2017/11/23,小米锅巴五香味90g*2,Dan Lawera,10021583140,华南,广东省,韶关市,圆通,坚果炒货,特惠炒货,43,387.387,应收票据
2017/3/10,原味松子218g,Ivan Gibson,10021583148,华东,安徽省,六安市,圆通,坚果炒货,果果仁仁,19,472.416,应收账款
2016/11/20,甘栗仁150g,Michelle Moray,10021583259,东北,辽宁省,营口市,韵达,坚果炒货,果果仁仁,23,275.931,应收账款
2016/11/20,甘栗仁150g,Michelle Moray,10021583259,东北,辽宁省,营口市,韵达,坚果炒货,果果仁仁,23,275.931,应收账款
2016/2/8,奶香味四粒红花生180g,Brian Dahlen,10021583510,华东,浙江省,台州市,中通,坚果炒货,磕壳坚果,20,145.5,应收账款
2016/9/5,夏威夷果盐焗味200g,Speros Goranitis,10021583675,华北,北京市,北京市,顺丰,坚果炒货,磕壳坚果,21,409.542,应收账款
2016/10/18,奶油味黑葵花籽150g,Khloe Miller,10021583721,华南,广东省,惠州市,韵达,坚果炒货,磕壳坚果,24,237.6,应收票据
2016/10/15,爆米花（焦糖味）118g,Julia West,10021583928,东北,吉林省,松原市,顺丰,坚果炒货,特惠炒货,23,204.93,应收账款
2016/9/2,炭烧腰果120g,Philisse Overcash,10021583988,东北,吉林省,长春市,圆通,坚果炒货,果果仁仁,31,368.9,应收账款
2016/1/9,精装纸皮核桃380g,Rob Beeghly,10021584115,华南,河南省,安阳市,顺丰,坚果炒货,磕壳坚果,1,39.102,应收票据
2017/1/11,小米锅巴五香味90g,Joel Eaton,10021584200,华东,浙江省,台州市,圆通,坚果炒货,特惠炒货,27,157.14,应收账款
2016/7/28,伊朗开心果190g,Alex Russell,10021584214,西北,甘肃省,庆阳市,顺丰,坚果炒货,磕壳坚果,46,1361.646,预付账款
2016/7/1,西瓜子话梅味218g,Kean Takahito,10021584611,东北,吉林省,松原市,顺丰,坚果炒货,磕壳坚果,45,658.26,应收账款
2016/5/22,炭烧腰果120g,Mitch Gastineau,10021584691,东北,辽宁省,营口市,韵达,坚果炒货,果果仁仁,50,559.3,应收账款
2017/7/21,手剥甘栗120g,Khloe Miller,10021584749,东北,辽宁省,辽阳市,顺丰,坚果炒货,磕壳坚果,16,174.24,应收账款
2016/2/28,葵花籽奶油味190g,Kalyca Meade,10021584971,华东,安徽省,安庆市,顺丰,坚果炒货,磕壳坚果,18,142.2,应收账款
2017/11/13,炭烧腰果238g,Laurel Elliston,10021585015,华东,江西省,宜春市,顺丰,坚果炒货,果果仁仁,27,606.582,应收账款
2017/2/26,蟹香腰果180g,Anemone Ratner,10021585088,华南,广东省,惠州市,顺丰,坚果炒货,果果仁仁,44,732.468,应收票据
2017/10/10,多味葵花籽180g,Bobby Elias,10021585143,东北,黑龙江,七台河市,顺丰,坚果炒货,磕壳坚果,8,58.2,应收账款
2016/7/26,自然开心果210g,Shahid Shariari,10021585190,西南,贵州省,安顺市,韵达,坚果炒货,磕壳坚果,14,628.74,预付账款
2017/6/8,烘烤薯片原味98g,Ed Braxton,10021585537,华南,湖南省,衡阳市,顺丰,坚果炒货,果果仁仁,9,81.972,应收票据
2017/12/12,奶香味四粒红花生180g,Mark Cousins,10021585789,华东,山东省,烟台市,顺丰,坚果炒货,磕壳坚果,50,356.25,应收账款
2017/7/25,甘草西瓜子218g,Brian Stugart,10021585806,华南,湖南省,株洲市,韵达,坚果炒货,磕壳坚果,17,197.37,应收票据
2017/5/31,多味花生148g,Mark Cousins,10021585979,华北,山西省,忻州市,顺丰,坚果炒货,特惠炒货,48,211.68,应收账款
2017/9/26,蟹黄风味豆瓣120g,Eric Barreto,10021585991,华北,天津市,天津市,中通,坚果炒货,果果仁仁,45,192.375,应收账款
2017/2/15,精装纸皮核桃380g,Shaun Chance,10021586005,西北,甘肃省,天水市,顺丰,坚果炒货,磕壳坚果,31,1212.162,预付账款
2017/5/2,奶香夏威夷果280g,Neil Knudson,10021586016,华东,江苏省,泰州市,顺丰,坚果炒货,磕壳坚果,44,1236.664,应收账款
2017/5/13,盐焗腰果180g,Dorothy Wardle,10021586104,华南,河南省,安阳市,顺丰,坚果炒货,果果仁仁,25,477.6,应收票据
2017/8/18,野山小核桃仁160g,Laurel Workman,10021586116,东北,吉林省,通化市,顺丰,坚果炒货,果果仁仁,21,1148.364,应收账款
2016/1/17,奶香良品山核桃238g,Randy Ferguson,10021586191,华南,湖北省,鄂州市,顺丰,坚果炒货,磕壳坚果,39,1119.456,应收票据
2016/7/4,奶香巴旦木238g,Lauren Leatherbury,10021586234,华北,山西省,太原市,中通,坚果炒货,磕壳坚果,14,460.6,应收账款
2016/2/15,甘栗仁150g,Mick Brown,10021586321,华南,广东省,揭阳市,顺丰,坚果炒货,果果仁仁,30,352.17,应收票据
2017/12/3,原味松子218g,Troy Blackwell,10021586461,华南,广东省,惠州市,韵达,坚果炒货,果果仁仁,23,595.7,应收票据
2017/3/13,鱼骨青豆80g,Dave Brooks,10021586527,华南,广西省,北海市,顺丰,坚果炒货,特惠炒货,28,249.48,应收票据
2017/3/24,烘烤薯片原味98g,Irene Maddox,10021586586,华南,广东省,韶关市,圆通,坚果炒货,果果仁仁,38,372.438,应收票据
2017/1/28,手剥甘栗120g,Julia Dunbar,10021586599,华东,浙江省,衢州市,顺丰,坚果炒货,磕壳坚果,32,352,应收账款
2017/11/29,炒米（蛋黄味）240g,Sean Braxton,10021586785,华北,天津市,天津市,顺丰,坚果炒货,特惠炒货,16,187.824,应收账款
2016/5/6,碧根果仁（芝麻味）125g,Aleksandra Gannaway,10021586966,华东,浙江省,台州市,圆通,坚果炒货,果果仁仁,37,753.579,应收账款
2016/1/22,炒米（蛋黄味）240g,Scot Coram,10021587269,华北,内蒙古,乌兰察布市,中通,坚果炒货,特惠炒货,44,567.6,应收账款
2017/9/15,西瓜子奶油味218g,Darren Budd,10021587404,华东,安徽省,淮南市,韵达,坚果炒货,磕壳坚果,46,587.466,应收账款
2017/6/19,东北红松218g,Denny Joy,10021587469,华北,山西省,忻州市,顺丰,坚果炒货,磕壳坚果,28,828.828,应收账款
2017/3/30,沙拉薯条150g,George Bell,10021587741,华南,广西省,钦州市,EMS,坚果炒货,特惠炒货,18,114.66,应收票据
2017/9/9,爆米花（奶油味）118g,Alejandro Ballentine,10021587815,西北,甘肃省,平凉市,圆通,坚果炒货,特惠炒货,2,16.376,预付账款
2016/7/6,沙拉薯条150g,Justin Knight,10021588330,华北,山西省,朔州市,韵达,坚果炒货,特惠炒货,31,208.32,应收账款
2016/7/21,自然开心果210g,Bryan Spruell,10021588343,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,40,1836.32,应收票据
2016/8/10,黑珍珠葵瓜子110g,Sean Christensen,10021588575,华南,河南省,安阳市,圆通,坚果炒货,磕壳坚果,14,68.6,应收票据
2017/5/15,伊朗开心果190g,Dean Percer,10021588684,西北,陕西省,延安市,顺丰,坚果炒货,磕壳坚果,46,1347.892,预付账款
2016/6/12,碧根果椒盐味190g*3,Theone Pippenger,10021588847,华南,广东省,惠州市,韵达,坚果炒货,磕壳坚果,28,1486.8,应收票据
2016/7/24,东北红松330g,Carol Triggs,10021588922,华东,浙江省,舟山市,顺丰,坚果炒货,磕壳坚果,43,1698.543,应收账款
2017/9/14,原生碧根果218g,Lycoris Saunders,10021588945,华东,浙江省,舟山市,顺丰,坚果炒货,果果仁仁,45,850.725,应收账款
2017/2/6,手剥甘栗120g,Carl Ludwig,10021588956,华北,天津市,天津市,顺丰,坚果炒货,磕壳坚果,4,40.48,应收账款
2016/6/15,奶油味黑葵花籽150g,Adam Shillingsburg,10021588980,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,48,456.192,应收票据
2017/6/8,夏威夷果盐焗味200g,Ed Braxton,10021589001,华南,广东省,惠州市,顺丰,坚果炒货,磕壳坚果,43,787.244,应收票据
2016/1/14,小米锅巴五香味90g*2,Adam Hart,10021589068,华东,浙江省,台州市,顺丰,坚果炒货,特惠炒货,23,209.484,应收账款
2017/1/20,甘栗仁100g,John Dryer,10021589170,华东,福建省,三明市,韵达,坚果炒货,果果仁仁,17,112.608,应收账款
2017/12/4,青豌豆蒜香味120g,Jim Sink,10021589365,东北,吉林省,松原市,顺丰,坚果炒货,特惠炒货,41,274.413,应收账款
2017/11/19,青豌豆蒜香味120g,Tim Taslimi,10021589449,东北,辽宁省,营口市,韵达,坚果炒货,特惠炒货,12,80.316,应收账款
2016/2/20,甘栗仁150g,Jim Sink,10021589561,华南,广西省,百色市,中通,坚果炒货,果果仁仁,48,563.472,应收票据
2016/10/19,炭烧腰果238g,Bobby Odegard,10021589767,东北,辽宁省,铁岭市,圆通,坚果炒货,果果仁仁,4,92.732,应收账款
2016/8/16,爆米花（焦糖味）118g,Tamara Willingham,10021589868,西北,甘肃省,武威市,顺丰,坚果炒货,特惠炒货,39,370.656,预付账款
2016/1/6,小米锅巴五香味90g*2,Matt Collister,10021590021,华南,广西省,贵港市,圆通,坚果炒货,特惠炒货,23,227.7,应收票据
2016/1/21,手造麻薯（榴莲味）150g,Karen Bern,10021590051,华南,广西省,玉林市,圆通,坚果炒货,果果仁仁,12,71.28,应收票据
2016/5/9,甘栗仁150g,Jeremy Lonsdale,10021590087,华南,海南省,三沙市,顺丰,坚果炒货,果果仁仁,18,208.98,应收票据
2016/11/8,甘栗仁100g,Dorothy Wardle,10021590307,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,16,100.464,应收票据
2016/11/8,甘栗仁100g,Dorothy Wardle,10021590307,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,16,100.464,应收票据
2017/6/25,碧根果仁（芝麻味）125g,Seth Vernon,10021590382,华南,广东省,惠州市,顺丰,坚果炒货,果果仁仁,49,965.79,应收票据
2016/11/9,东北红松330g,Alan Hwang,10021590401,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,4,151.62,应收票据
2016/11/9,东北红松330g,Alan Hwang,10021590401,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,4,151.62,应收票据
2017/8/23,葵花籽奶油味190g,Neola Schneider,10021591018,华南,广西省,钦州市,顺丰,坚果炒货,磕壳坚果,26,188.968,应收票据
2017/3/30,小米锅巴五香味90g*2,George Bell,10021591061,华南,广西省,钦州市,EMS,坚果炒货,特惠炒货,33,313.632,应收票据
2016/8/23,小米锅巴孜然味90g,Sally Knutson,10021591153,华南,广西省,北海市,韵达,坚果炒货,特惠炒货,20,90,应收票据
2016/1/21,炭烧腰果120g,Larry Tron,10021591218,华南,河南省,平顶山市,顺丰,坚果炒货,果果仁仁,19,214.795,应收票据
2017/12/22,蟹香腰果180g,Corinna Mitchell,10021591229,华南,广西省,防城港市,顺丰,坚果炒货,果果仁仁,21,342.069,应收票据
2017/7/24,碧根果仁（芝麻味）125g,Toby Swindell,10021591342,西北,甘肃省,张掖市,EMS,坚果炒货,果果仁仁,1,21.462,预付账款
2016/10/6,碧根果仁（芝麻味）125g,Paul Van Hugh,10021591563,华东,浙江省,台州市,顺丰,坚果炒货,果果仁仁,11,240.9,应收账款
2016/7/3,椰香玉米65g*5,Neil Ducich,10021591571,华北,内蒙古,通辽市,顺丰,坚果炒货,特惠炒货,7,74.774,应收账款
2016/6/12,东北红松330g,Carl Weiss,10021591855,华东,浙江省,台州市,中通,坚果炒货,磕壳坚果,47,1725.276,应收账款
2017/1/2,盐焗扁核仁210g,Elpida Rittenbach,10021592079,东北,辽宁省,营口市,韵达,坚果炒货,果果仁仁,23,673.946,应收账款
2016/7/16,甘栗仁100g,Pauline Webber,10021592162,华南,湖南省,张家界市,中通,坚果炒货,果果仁仁,22,141.174,应收票据
2016/5/5,甘栗仁100g,Noel Staavos,10021592299,华南,广东省,惠州市,顺丰,坚果炒货,果果仁仁,40,259.44,应收票据
2017/5/20,原生碧根果218g,Cari Schnelling,10021592391,东北,辽宁省,朝阳市,顺丰,坚果炒货,果果仁仁,36,673.416,应收账款
2017/5/20,手剥甘栗120g,Christina Vanderzanden,10021592443,华东,上海市,上海市,顺丰,坚果炒货,磕壳坚果,32,352,应收账款
2017/5/25,奶香味四粒红花生180g,Tony Molinari,10021592543,华东,福建省,三明市,韵达,坚果炒货,磕壳坚果,24,176.4,应收账款
2017/6/6,小米锅巴五香味90g,Anthony Johnson,10021592572,华南,广东省,汕尾市,圆通,坚果炒货,特惠炒货,41,238.62,应收票据
2016/9/2,东北红松330g,Amy Hunt,10021592730,华南,河南省,安阳市,中通,坚果炒货,磕壳坚果,38,1425.228,应收票据
2016/4/10,多味葵花籽180g,David Kendrick,10021592999,华东,福建省,三明市,顺丰,坚果炒货,磕壳坚果,20,148.5,应收账款
2017/3/13,碧根果椒盐味190g*3,Susan Vittorini,10021593023,华东,江苏省,连云港市,顺丰,坚果炒货,磕壳坚果,47,2662.08,应收账款
2017/6/27,炒米（蛋黄味）240g,Annie Cyprus,10021593043,华南,河南省,濮阳市,韵达,坚果炒货,特惠炒货,22,272.448,应收票据
2016/7/3,自然开心果210g,Neil Ducich,10021593102,华北,山西省,运城市,顺丰,坚果炒货,磕壳坚果,38,1744.504,应收账款
2016/7/21,甘草西瓜子90g,Patrick Bzostek,10021593170,华东,浙江省,台州市,圆通,坚果炒货,磕壳坚果,12,55.86,应收账款
2016/11/23,蛋花玉米65g,Roy Collins,10021593368,华南,广西省,贵港市,顺丰,坚果炒货,特惠炒货,37,91.575,应收票据
2016/11/23,蛋花玉米65g,Roy Collins,10021593368,华南,广西省,贵港市,顺丰,坚果炒货,特惠炒货,37,91.575,应收票据
2016/1/5,瓜蒌子奶香味150g,John Murray,10021593393,东北,黑龙江,绥化市,中通,坚果炒货,磕壳坚果,25,409.825,应收账款
2016/3/18,东北红松330g,Erin Ashbrook,10021593407,东北,辽宁省,铁岭市,中通,坚果炒货,磕壳坚果,18,660.744,应收账款
2017/9/27,原生碧根果218g,Tonja Turnell,10021593501,华南,广东省,梅州市,顺丰,坚果炒货,果果仁仁,26,470.834,应收票据
2016/3/12,爆米花（奶油味）118g,Dennis Kane,10021593613,华北,天津市,天津市,顺丰,坚果炒货,特惠炒货,20,161.98,应收账款
2017/10/10,多味花生148g,Liz MacKendrick,10021594019,西北,甘肃省,张掖市,顺丰,坚果炒货,特惠炒货,12,54.096,预付账款
2017/2/26,多味葵花籽180g,Steve Chapman,10021594075,西北,甘肃省,武威市,顺丰,坚果炒货,磕壳坚果,31,227.85,预付账款
2016/9/2,伊朗开心果190g,Saphhira Shifley,10021594078,东北,辽宁省,盘锦市,圆通,坚果炒货,磕壳坚果,6,166.842,应收账款
2016/1/10,夏威夷果盐焗味200g,Natalie Webber,10021594210,西北,甘肃省,平凉市,中通,坚果炒货,磕壳坚果,31,598.393,预付账款
2017/2/21,小米锅巴孜然味90g,Darren Budd,10021594280,华南,广东省,梅州市,顺丰,坚果炒货,特惠炒货,29,137.75,应收票据
2017/1/20,椰香玉米65g,Rob Dowd,10021594473,华南,广西省,北海市,顺丰,坚果炒货,特惠炒货,8,19.4,应收票据
2016/3/24,原味松子218g,Troy Staebel,10021594543,东北,黑龙江,佳木斯市,顺丰,坚果炒货,果果仁仁,15,353.535,应收账款
2017/12/11,甘草西瓜子218g,Charles Crestani,10021594796,华南,湖南省,张家界市,圆通,坚果炒货,磕壳坚果,12,143.964,应收票据
2016/3/12,爆米花（焦糖味）118g,Patrick Ryan,10021594878,华南,海南省,三沙市,顺丰,坚果炒货,特惠炒货,31,282.348,应收票据
2017/8/20,肉松青豆120g,Giulietta Baptist,10021594947,华东,浙江省,衢州市,韵达,坚果炒货,特惠炒货,16,109.296,应收账款
2016/2/8,奶油味黑葵花籽150g,Maxwell Schwartz,10021595182,华南,河南省,商丘市,顺丰,坚果炒货,磕壳坚果,47,465.3,应收票据
2016/7/13,小米锅巴五香味90g*2,Valerie Takahito,10021595375,东北,辽宁省,营口市,顺丰,坚果炒货,特惠炒货,47,442.035,应收账款
2017/12/2,东北红松330g,Max Jones,10021595457,华南,广东省,惠州市,韵达,坚果炒货,磕壳坚果,13,492.765,应收票据
2017/2/1,青豌豆蒜香味120g,Frank Merwin,10021595467,华南,湖南省,常德市,圆通,坚果炒货,特惠炒货,36,245.916,应收票据
2017/4/4,炭烧腰果120g,Jennifer Patt,10021595483,华南,广东省,梅州市,顺丰,坚果炒货,果果仁仁,20,238,应收票据
2016/4/6,甘栗仁100g,Paul Prost,10021595701,华南,广西省,防城港市,顺丰,坚果炒货,果果仁仁,31,213.9,应收票据
2016/8/14,手造麻薯（榴莲味）150g,MaryBeth Skach,10021595862,西南,贵州省,六盘水市,顺丰,坚果炒货,果果仁仁,47,267.9,预付账款
2016/7/11,多味葵花籽180g,Liz Price,10021595878,华南,广东省,汕尾市,顺丰,坚果炒货,磕壳坚果,16,112.8,应收票据
2017/9/22,西瓜子话梅味218g,Mike Pelletier,10021595934,东北,黑龙江,七台河市,顺丰,坚果炒货,磕壳坚果,33,503.712,应收账款
2016/10/22,炭烧腰果120g,Aaron Smayling,10021596002,华东,浙江省,台州市,圆通,坚果炒货,果果仁仁,45,535.5,应收账款
2016/8/15,爆米花（奶油味）118g,Chloris Kastensmidt,10021596051,华北,山西省,忻州市,顺丰,坚果炒货,特惠炒货,24,198.648,应收账款
2017/1/5,多味葵花籽180g,Michelle Moray,10021596105,东北,吉林省,长春市,中通,坚果炒货,磕壳坚果,34,244.8,应收账款
2017/7/14,碧根果仁（芝麻味）125g,Charles McCrossin,10021596125,东北,辽宁省,营口市,顺丰,坚果炒货,果果仁仁,17,335.07,应收账款
2017/10/9,肉松青豆120g,Erica Bern,10021596151,华北,河北省,张家口市,EMS,坚果炒货,特惠炒货,24,157.32,应收账款
2017/4/16,东北红松330g,Bill Donatelli,10021596270,西南,云南省,临沧市,中通,坚果炒货,磕壳坚果,24,957.6,预付账款
2016/9/5,西瓜子奶油味218g,Patrick O'Brill,10021596407,东北,黑龙江,黑河市,圆通,坚果炒货,磕壳坚果,33,412.929,应收账款
2017/9/30,甘栗仁100g,Edward Nazzal,10021596453,华南,湖南省,岳阳市,顺丰,坚果炒货,果果仁仁,9,60.858,应收票据
2016/10/17,烘烤薯片原味98g,Gary McGarr,10021596548,华南,湖南省,衡阳市,顺丰,坚果炒货,果果仁仁,8,76.032,应收票据
2016/6/17,炒米（蛋黄味）240g,Craig Carroll,10021596883,东北,辽宁省,辽阳市,圆通,坚果炒货,特惠炒货,8,99.072,应收账款
2017/6/21,盐焗扁核仁210g,Guy Thornton,10021597055,西北,甘肃省,平凉市,圆通,坚果炒货,果果仁仁,34,925.106,预付账款
2017/9/24,小米锅巴五香味90g,Amy Cox,10021597456,华北,河北省,保定市,顺丰,坚果炒货,特惠炒货,7,41.58,应收账款
2016/3/27,奶香味四粒红花生180g,Jennifer Ferguson,10021597600,华南,广西省,北海市,韵达,坚果炒货,磕壳坚果,31,232.5,应收票据
2016/5/18,多味葵花籽180g,Brendan Murry,10021597655,西南,贵州省,六盘水市,顺丰,坚果炒货,磕壳坚果,5,34.5,预付账款
2017/4/20,奶香良品山核桃238g,Jennifer Patt,10021597709,华东,山东省,济宁市,顺丰,坚果炒货,磕壳坚果,24,653.016,应收账款
2017/8/4,西瓜子奶油味218g,Anthony Johnson,10021599604,华南,广东省,广州市,韵达,坚果炒货,磕壳坚果,1,11.61,应收票据
2017/2/7,伊朗开心果190g,Grace Kelly,10021599672,华北,北京市,北京市,顺丰,坚果炒货,磕壳坚果,42,1155.336,应收账款
2016/11/4,奶香巴旦木238g,Evan Bailliet,10021601924,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,36,1184.4,应收票据
2016/11/4,奶香巴旦木238g,Evan Bailliet,10021601924,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,36,1184.4,应收票据
2016/1/31,东北红松330g,Adam Shillingsburg,10021602062,华南,广东省,韶关市,圆通,坚果炒货,磕壳坚果,6,220.248,应收票据
2016/3/24,小米锅巴五香味90g*2,Nat Carroll,10021602064,华北,北京市,北京市,顺丰,坚果炒货,特惠炒货,42,399.168,应收账款
2017/2/4,葵花籽奶油味190g,Patrick Ryan,10021602469,东北,黑龙江,大庆市,顺丰,坚果炒货,磕壳坚果,28,210.14,应收账款
2016/11/14,话梅味西瓜子105g,Doug Bickford,10021603250,华东,安徽省,阜阳市,顺丰,坚果炒货,磕壳坚果,48,301.392,应收账款
2016/11/14,话梅味西瓜子105g,Doug Bickford,10021603250,华东,安徽省,阜阳市,顺丰,坚果炒货,磕壳坚果,48,301.392,应收账款
2017/2/21,奶香巴旦木238g,Sylvia Foulston,10021603353,华北,北京市,北京市,顺丰,坚果炒货,磕壳坚果,11,332.948,应收账款
2016/4/17,东北红松330g,Patrick Ryan,10021603417,东北,吉林省,通化市,顺丰,坚果炒货,磕壳坚果,41,1537.746,应收账款
2016/9/22,蟹香腰果180g,Alejandro Savely,10021603878,华南,广东省,梅州市,顺丰,坚果炒货,果果仁仁,20,329.36,应收票据
2017/2/26,炭烧腰果120g,Claudia Miner,10021603885,东北,辽宁省,辽阳市,顺丰,坚果炒货,果果仁仁,3,32.844,应收账款
2017/4/9,炭烧腰果120g,Erica Hernandez,10021603898,东北,辽宁省,朝阳市,中通,坚果炒货,果果仁仁,12,142.8,应收账款
2017/5/21,东北红松330g,Julia West,10021604067,华北,河北省,廊坊市,顺丰,坚果炒货,磕壳坚果,20,766.08,应收账款
2016/8/21,瓜蒌子奶香味150g,Lycoris Saunders,10021604313,华北,北京市,北京市,顺丰,坚果炒货,磕壳坚果,33,552.123,应收账款
2016/7/21,肉松青豆120g,Kelly Andreada,10021604495,华南,海南省,三亚市,顺丰,坚果炒货,特惠炒货,1,6.693,应收票据
2016/1/5,甘草西瓜子90g,Valerie Dominguez,10021604738,华南,湖北省,襄阳市,韵达,坚果炒货,磕壳坚果,43,204.379,应收票据
2017/6/9,炭烧腰果238g,Matt Collister,10021604745,华南,海南省,三沙市,顺丰,坚果炒货,果果仁仁,45,1043.235,应收票据
2016/8/18,小米锅巴（麻辣味）90g,Eugene Hildebrand,10021604747,华东,浙江省,台州市,圆通,坚果炒货,特惠炒货,34,166.6,应收账款
2017/7/14,手造麻薯（榴莲味）150g,Lauren Leatherbury,10021604862,华北,天津市,天津市,顺丰,坚果炒货,果果仁仁,34,197.88,应收账款
2016/8/24,小米锅巴五香味90g*2,Dorris Love,10021604973,东北,辽宁省,铁岭市,中通,坚果炒货,特惠炒货,7,65.835,应收账款
2016/4/30,炒米（蛋黄味）240g,Roger Barcio,10021605067,华南,广东省,梅州市,顺丰,坚果炒货,特惠炒货,43,499.23,应收票据
2017/11/12,东北红松330g,Brad Thomas,10021605347,华南,广东省,云浮市,顺丰,坚果炒货,磕壳坚果,42,1575.252,应收票据
2017/3/30,多味花生148g,Daniel Lacy,10021605483,华南,广东省,揭阳市,顺丰,坚果炒货,特惠炒货,35,171.5,应收票据
2017/1/31,沙拉薯条150g,Jack O'Briant,10021605804,华北,内蒙古,巴彦淖尔市,圆通,坚果炒货,特惠炒货,22,141.68,应收账款
2017/7/16,碧根果仁（芝麻味）125g,Alex Avila,10021606053,华南,广西省,河池市,顺丰,坚果炒货,果果仁仁,45,946.08,应收票据
2016/10/29,椰香玉米65g,Erica Smith,10021606362,华北,河北省,沧州市,中通,坚果炒货,特惠炒货,41,95.325,应收账款
2016/10/29,椰香玉米65g,Erica Smith,10021606362,华北,河北省,沧州市,中通,坚果炒货,特惠炒货,41,95.325,应收账款
2016/4/20,精装纸皮核桃380g,Rick Hansen,10021606423,华南,海南省,三沙市,圆通,坚果炒货,磕壳坚果,35,1284.78,应收票据
2017/10/20,鱼骨青豆80g,Chad Cunningham,10021606442,华南,广东省,江门市,顺丰,坚果炒货,特惠炒货,27,261.954,应收票据
2016/6/22,鱼骨青豆80g,Michael Dominguez,10021606455,西南,四川省,乐山市,顺丰,坚果炒货,特惠炒货,18,176.418,预付账款
